21,Banded Greaves,177,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,32,0,0,0,0,18,0,1,0,0,0,3,0,lXS+aTB9Cy92LzSyrRjwGrn8aNxxZ99+O3Y+QsYe6ZQ=
22,Banded Helmet,177,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,32,0,0,0,0,9,0,0,0,0,0,3,0,4MCy1SJynMe9HP32fACy3GOTLqJr602Xr8l04pXZydc=
23,Bare Hands,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,99,0,uC8R7gsuvy7kvVjVpSeWD7f6KD1cFPBik5XOmvbxJ0U=
24,Battle Axe,178,77,0,48,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,25,25,0,0,0,1,7,0,2,255,0,0,0,0,0wJ4ictdfoSdVDPlk5QZmm0M1ytKMNFeqjGYh+2D1sE=
25,Battle Hammer,178,77,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,25,25,0,0,0,1,8,0,2,255,0,0,1,0,28fV91+0TJz3Ln/mmwNjFqv37o5/JeKOjKVXXSDfvx4=
26,Beam Weapon,178,8500,0,2976,0,0,0,0,0,0,0,78,0,26,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,6,0,3,10,0,0,6,0,DlNY4ZEkRIwKyDCSW3sc+D/Rrj+MsPhqLOR//ygmpjI=
27,Black Cotton Partlet,180,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,SEVub0Fzxetz9J2BTLkvjVvUAKaaUvCwnzmOJjp6qZQ=
28,Black Silk Kimono,180,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,wvDn26znG+tVcRycogp5ip92/Z37PKXaM4UiLIYU86k=
29,Black Woolen Breeches,180,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,SEiB7fKH5wp1dEH3CHLddHKBXtLGhlTo/DqTy8rUDAM=
30,Blue Pearl Dagger,178,378,0,20,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,12,12,0,0,0,0,4,0,1,255,0,0,4,0,JLbD8q0jhXwz44hQqSut5PfBBnLcthgwG6h3uPIcfQU=
31,Blue Suede Shoes,180,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,Sk0nqbaVumxW8wguT8nMeQnbOIQ4VJpL9W7IfnKtHk0=
32,Blue Woolen Sweater,180,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,cpwJ6ZajBNv+ZPhWFwzt8uto8+CIE39dQxSUFbzBDD8=
33,Bronze Bracers,177,275,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,0,0,0,0,7,0,0,0,0,0,4,0,BtylweTw0FHHwI6gsDt8QJASh0fiE2uYLkJNPQYgDFs=
34,Bronze Breastplate,177,275,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,12,0,0,0,0,8,0,1,0,0,0,4,0,aDQEGpmc2e+TL8oXEMkrxoV7s/TfDzMVhciK1Eb7+cU=
35,Bronze Horn,175,2500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,0,0,0,0,1,0,0,0,0,0,2,0,piM/Mb+vEJ4TKzcY7i4qS/xquYH7Gy1gmc4H5cY3MGc=
36,Brown Cotton Breeches,180,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,v6m14iGG1t/aaFYB/8SZ868Uvno0ukqkRq49m2llIJ8=
37,Chainmail Coat,177,250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,54,54,0,0,0,0,12,0,1,0,0,0,1,0,DUluUjxqU4BjbMrz3RUK+biTS9k0QQYo9L636YSKi/0=
38,Chainmail Hood,177,225,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,54,54,0,0,0,0,8,0,0,0,0,0,1,0,r7F15DhHhnpt4lmprd5M5r8eLG6LjnFSrYssP/QxKT4=
39,Chainmail Leggings,177,235,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,54,54,0,0,0,0,10,0,3,0,0,0,1,0,Ay4ygMvzuQbclUKHQz7aTfjaCahxpj8JBbqAzTDigJg=
40,Chaos Club,178,49,0,8200,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,12,0,0,0,0,7,0,1,255,0,0,3,0,N6pEHpj/r991dg7Xjbj/L8A5sW8yWHR6FsfJbTyo4eQ=
41,Cheap Black Jerkin,180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,dh9LUifD5YL58mhBA6L9bvqKeRaeNHvhjsElu+luSsg=
42,Cheap Gold Wool Toga,180,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,LlgUF7l18AsTfyPJTfh9nvIfHdJnO+y4Z/n+rfbHI94=
43,Cheap Gray Silk Hat,180,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,BEmnL8SgcvnQKaZvrDYWHy2W6Ze67iPcBTna/7lYxEg=
44,Cheap Robe,180,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,YXEd3Vz+zwvajKcYi00ufZHHBsxoEYfm3nYmDECOYTA=
45,Cloak Of Levitation,180,600,0,3,64,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,3,0,0,0,0,0,6,0,JtDmOCdCDzGGFvcY0VTjiklXkiZi4/1/53vZbbbw/so=
46,Clout Scroll,175,650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,6+e0RX9waOWQ6PX/Evq/2wA33B4EWikrXfHCUZ+ZkUE=
47,Cold Wand,175,700,108,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,12,2,0,0,0,0,0,0,0,0,0,2,0,GAKjRqe933l2EU1Jh/jox2lxdXNv9HYVvT+XhdTcPKI=
48,Crossbow,178,99,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,25,25,0,0,0,0,7,0,3,10,0,0,5,0,upswSwlmIitsK005hcu1qein04JeTDgeSkwVh3ijcxQ=
49,Crystal Belt,180,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,4,0,Ss9dfOwySDr3+v6ROmdjVp1Q+SsnBBRZrwIkJSuwl7M=
50,Crystal Breastplate,177,480,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,18,0,0,0,0,9,0,1,0,0,0,5,0,0sAaGrFgDRWrKgPIui1C+ciIfq46iq5c1UtjLLsa5n0=
51,Crystal Gauntlets,177,460,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,18,0,0,0,0,9,0,2,0,0,0,5,0,AUk5AmWYFIwTMJFsBfZlKO4ygijoTU3RuibjKqKW1ac=
52,Crystal Greaves,177,460,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,18,0,0,0,0,9,0,3,0,0,0,5,0,PodCud0ArDEM68chbH8tg71QhdFizKLgD9Pr9owFbsQ=
53,Crystal Helmet,177,460,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,18,0,0,0,0,9,0,0,0,0,0,5,0,KXRKbFulNcWPgGr26TPKZ+/Ask1Gkcz3UIIkYPmd/bY=
54,Crystal Shield,178,410,0,38,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,15,15,0,0,0,0,10,0,1,255,0,0,5,0,bgBQRdFFxwGTVJHaAMfSaKWCSHkAcn7CC5sSeVCcRvQ=
55,Cuirbouilli Helm,177,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37,37,0,0,0,0,4,0,0,0,0,0,0,0,UPZ9YMZ3PTsdc0F7i+jTuOWb8lEg1K/hg12ywYzuqNg=
56,Dagger,178,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,19,19,0,0,0,0,1,0,1,255,0,0,0,0,iVqCSSeZEZ7/wQ6BxN7Rh9/RZoyVv2j/FSFflRJTKOk=
57,Death Card,175,900,0,8191,0,1,1,1,1,1,1,1,1,1,1,1,1,1,250,0,0,0,0,12,12,1,0,0,0,0,0,0,0,0,0,5,0,ANq+6+34+iDvy0l+2ZRgQln4uAt+hpn3NydbGSetFio=
58,Dirk,178,67,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,25,25,0,0,0,0,1,0,1,255,0,0,0,0,cuMH0stnD9QLHjkPrhjoLRMEVtpup3b/pSqLmo77OZA=
59,Dragonskin Hauberk,177,196,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,68,68,0,0,0,0,14,0,1,0,0,0,4,0,vBFqxygIPVYM6VkFtqBslCAXzn71T8rI6YD8+3IR1EA=
60,Elfinmail Coat,177,382,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39,39,0,0,0,0,16,0,1,0,0,0,5,0,EraaplV1YHcDZzQS0S/aqcNI2JlsrAnH6ozzPDOHLYw=
61,Elfinmail Hood,177,382,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39,39,0,0,0,0,8,0,0,0,0,0,5,0,07MEF2diugZdgKtgJ8/f/X0Wkqvrb1xrMOWCL1c1Ihk=
62,Elfinmail Leggings,177,382,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39,39,0,0,0,0,13,0,3,0,0,0,5,0,qDXQF129Em0UIiTHPBO09hoW3J/PaY0PZqePieSVtpk=
63,Elven Boots,180,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,4,0,QH0SsRn9EBDAKxIV9KKXlqVVLWfvhdvVIRANpYe3V8w=
64,Elven Cloak,180,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,BlEkGg2NGIZAYhNOOqlUjY4exuaxVQmcCf4XipenElg=
65,Emerald Eye,175,540,8,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,25,0,0,12,12,3,0,0,0,0,0,0,30,0,0,2,2,ywciq6jXcXQZdOF4VRX3dNvARc97dfz3AU/SIK1/5mA=
66,Eye Of Vulnerability,175,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,12,12,3,0,0,0,0,0,0,30,0,0,2,2,JgBmC9nJ6MOr5liokahCT9m/lfzhzxf6GdOgynBljnQ=
67,Fine Purple Fur-Lined Shirt,180,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,0,ZNwbpHoPCiRhOK7CCP23pxv/nRzXQRVPIE0Yzl3An1I=
68,Fine Silver Jerkin,180,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,vIxPGklty54fJpfGr+wj60TQDCWiDFXW27dwhya7Gkg=
69,Fine Yellow Wool Pants,180,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,v7TsxfJs1m0Uuttyrt+PSYAzgZvzIRu9niq2T105ohg=
70,Fire Wand,175,860,109,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,YN1+iovnk8XAZSekRiXde1WJOE6AsHoXFGF9c9hqaEM=
71,Fireblade Scroll,175,450,110,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,6790xH/hIEc3NRK0iBMPtcMK8wmlDM5SzhL85Yymnlg=
72,Flail,178,38,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,25,25,0,0,0,0,5,0,1,255,0,0,1,0,wS0+xMFo5RMGRjTPfv6YHBrk+onbwrX6V7uDKCU38R0=
73,Flame Quarrels,178,125,0,272,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,25,25,0,0,0,0,2,0,4,10,0,0,5,0,7f8vmtED78yTFgQsXlcUFUGOhvVF3Lkytv16YGrVDfg=
74,Floppy Leather Hat,180,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,Qs3znWj5IlB4hL7REze8fwWqHyxd6Wob/1W456vSQME=
75,High Leather Boots,180,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,8LF+ayQ3AKyVRtl96OWrHazFBkf9u75AD3za20IMWjY=
76,High Priestess Card,175,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0MsZjO57/C04UWZZPa9ZHr//bVz0aSUPMoSHvFlvzmw=
77,Holy Hand Grenade,175,10000,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,5,0,6Q8gcFaSKx2D6CuNrlXWQifeKvctlkRChA8RTsju3Ps=
78,Hypnotic Eye,175,450,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,12,12,3,0,0,0,0,0,0,30,0,0,3,2,M0M/t0VRlKG5LSZHHkM9hw0j3zxd6BP2Hcq8R8gL0mE=
79,Iron Fan,178,543,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,15,15,0,0,0,0,1,0,1,255,0,0,2,0,T+gGA4naJ9MYjKefcCAz3ZBwe5aj38rtoEeQTZ01BTg=
80,Iron Palm Salve,200,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,99,0,acBt647bW6MdQes3EWIiVW9P5x22JBGVZpsyZy7zpF4=
81,Ironwood Boken,178,476,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,15,15,0,0,0,1,2,0,1,255,0,0,4,0,cflq46rWUU9donbGpL8MaUumE/Rbu3IO4nLbUWAeogo=
82,Junais Sword,178,3865,0,4888,0,0,0,0,0,0,16,14,0,0,0,0,36,0,0,0,0,0,0,12,12,0,0,0,0,5,0,1,255,0,0,5,0,Abk8y0oFy25ijznQkOH1bMN9TeSI6Q3H7ZhwZ1sAgUc=
83,King Of Wands Card,175,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,TNRQhEey2I938l8FUKiynBFKG4ZvY0BIrdHncsvU3GQ=
84,Large Shield,178,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,30,30,0,0,0,1,16,0,1,255,0,0,0,0,cbc8Z+ELwmJwSM4LnGcFlOG9qubd3bx4WaCUIHvN2q0=
85,Leather Breastplate,177,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,0,0,0,0,18,0,1,0,0,0,0,0,nv+JErHJuFMpJJFlGuhx7oXUh+B+Pi5DkxmxuZtmJtk=
86,Leather Gauntlets,177,52,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,0,0,0,0,7,0,2,0,0,0,0,0,YSBzjUThxn2bn7Ju1unpAWwEimZHAE+7pDrbuGuVE5o=
87,Leather Greaves,177,52,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,0,0,0,0,9,0,3,0,0,0,0,0,EtgzSe0XI7UB5/FKi637O0VNK9bsAsnWfSSGiuUxFt8=
88,Leather Helmet,177,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45,45,0,0,0,0,5,0,0,0,0,0,0,0,M1ChcpTTV08JHWrR4lO/RZNESJPCsGEt+r0M23XYBmc=
89,Leather Jerkin,180,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,1,0,8PoTvLdterFuPLJolM009Mn1YJ2cdDeq6DUMcFGSxd0=
90,Leather Sandals,180,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,gtx6Bk/I2oRwNKL7/ekjREt+DeJA2RYWH1EqXvLJLgU=
91,Light Wand,175,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,12,12,2,0,0,0,0,0,0,0,0,0,1,0,mRt0joaLzMILy8ReFyUQ1ytP547AoYD/7xSbt2zEkQ0=
92,Loadstone,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,65536,4,0,0,0,65536,0,0,0,0,0,99,0,4P4kD8UEndO+1OF+iA4ttWCi2g43CijtxOACHL7VHT8=
93,Long Sword,178,127,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,30,30,0,0,0,1,6,0,2,255,0,0,3,0,bfkMMjR/Of7Vf6IFQ2X7jC/3JWTBpGNcUnzVQfxTJ+g=
94,Magical Flamesword,178,569,0,16,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,6,0,1,255,0,0,3,0,N9Jy4/z9OOQMHz6CoJDXaAPJNdrSm2EDE//mrValMVA=
95,Map Stone,200,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,0,oUQHu4UZE9fz7iXw1J2A0dSS/ulUvo6HK6cNgoLkDRk=
96,Melvins Helm,177,1267,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,59,59,4,0,0,0,7,0,0,0,0,0,5,0,1EUyVX8z6Jc1+eFmi2SPs4SLJOOavslnTC4APr1vXFs=
97,Morganas Tiara,180,2876,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,99,0,+dKbFEX77bYHk6I9/AY3X0FhBk7BLC+jfMfMIYqVAA0=
98,Nasty Knife,178,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,20,20,0,0,0,0,1,0,1,255,0,0,0,0,gEzS7lVnKAH8WSDXLSKRj1kI39P61heG13n1OX0FzlI=
99,Padded Breastplate,177,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33,33,0,0,0,0,12,0,1,0,0,0,0,0,SNdQmdG3qLFLAyKVZZ57PD6wTnVY1qSxQa3oBqGRtec=
100,Padded Gauntlets,177,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33,33,0,0,0,0,2,0,2,0,0,0,0,0,3sIgXxAKSFdXo/sfOukucv3axQg+bP0ZfKc3f2narAk=
101,Padded Greaves,177,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33,33,0,0,0,0,4,0,3,0,0,0,0,0,AJdjrXrTyJkC78Nxu6sNRFcBfXiphIKIeDAf94xXc6w=
102,Padded Helmet,177,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33,33,0,0,0,0,2,0,0,0,0,0,0,0,M6UgezD4FMXx/1Mofup1n5oaKc+zLhG92nA8DD351Ac=
103,Page Of Cups Card,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0tLQLj3VVNlLfKAVSP9FAGsVF2eZh+ZcuEJteDJt/v8=
104,Panther Gloves,177,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42,42,0,0,0,0,5,0,2,0,0,0,4,0,h+RcrdoU+DOGqy3B/RuYrkC2+0kOC2gftDlVx7VN0mo=
105,Paralysis Wand,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,0,0,0,0,0,0,0,0,0,1,0,+ERoaJU1guFKdY4n9FFtkdpAcVSnxfCePJbxChSTyDE=
106,Pike,178,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,25,25,0,0,0,1,13,0,2,255,0,0,1,0,6YHsqepekTJK9ZVvA++0hT7pYfWudY94vTrQPWxI22w=
107,Plate Armor,177,415,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,65,65,0,0,0,0,24,0,1,0,0,0,3,0,pC3I4KLdkXavOis3gRXyFQH9RExv6b1fpFW40UJXj6E=
108,Plate Gauntlets,177,415,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,65,65,0,0,0,0,17,0,2,0,0,0,3,0,nlKPEa4ayYENPKARVzAMTJHaZCd+icv2d5FA+VDkDi8=
